insult,date,comment,Not an Insult
0,20120610043526z,"http://t.co/lbphn8o5 http://shar.es/qngko http://shar.es/qplm8 ""inherit http://shar.es/qmm2k http://shar.es/qmnpx the http://t.co/yqdpnkvm http://shar.es/qnx3h wind"" http://t.co/bsxx1whh http://t.co/oj9w5oae ""0bama http://shar.es/qveog http://t.co/r5ha6h89 in http://t.co/hhgn3i9r 2o12"" http://t.co/c2kmuftr http://t.co/g3vxfi0r http://paper.li/f-1334936874 ...they d0 abs0lutely n0thing http://bit.ly/mrzlgv http://shar.es/qiai2 delusi0nalhttp://bit.ly/mrzlgv http://t.co/yhelahaq http://shar.es/qzcvl angry http://bit.ly/mrzlgv http://t.co/ic3kvhem selfish http://bit.ly/mrzlgv http://shar.es/qzt0k http://shar.es/qzmxa lying http://bit.ly/mrzlgv http://shar.es/qzcvl http://shar.es/qzst3 stingy http://bit.ly/mrzlgv http://shar.es/qi7em c0rrupt http://bit.ly/mrzlgv http://shar.es/qztz6 greedy http://bit.ly/mrzlgv http://shar.es/qkujt http://shar.es/qz7im crooked http://bit.ly/mrzlgv http://shar.es/qztz6 http://shar.es/qcygh c0mmunist http://bit.ly/mrzlgv http://shar.es/qztvq http://shar.es/q8ubh republicans ﻿﻿http://bit.ly/mrzlgv http://shar.es/qiai2 http://t.co/t7tg35pf all have committed ﻿ p0litical suicide﻿4 2o12 http://shar.es/qkujt ...the unre-electable bigtime﻿ lazy whiningass crybaby pathetic http://t.co/yhelahaq loser http://t.co/yxvuisfr demon j0hnhttp://bit.ly/mrzlgv ""the http://t.co/v2lfbeyg pacifier sucka"" b0ehner http://t.co/srguvysy damn rite http://shar.es/q8dfn lugar is definitely out http://shar.es/qzlij & you're next ...the unm0tivated unre-electable﻿ well kn0wn super dastardly weakminded http://t.co/yhelahaq s0rryass quitter & loser http://t.co/yxvuisfr demon eric http://bit.ly/mrzlgv ﻿""the cowardly http://shar.es/qm38b http://t.co/v2lfbeyg weasel"" cant0r http://t.co/srguvysy damn rite http://shar.es/q8dfn lugar is definitely out http://shar.es/qzlij & you're next http://t.co/rxnmrt38 ...the 0ld ﻿http://t.co/3xgn4fpb dumbass & loser http://t.co/yhelahaq demon its definitely﻿ time 2retire http://t.co/yxvuisfr mitch http://bit.ly/mrzlgv ""the bigg http://t.co/v2lfbeyg time evil snitch"" http://shar.es/qi1ly mcc0nnell http://t.co/srguvysy damn rite http://shar.es/q8ubh lugar is definitely out http://shar.es/qzlij & you're next ""inherit http://goo.gl/oi4s8 the http://t.co/immdufcc wind""﻿ you are﻿ most definitely﻿ g0ing http://shar.es/qbkpn 2b0w d0wn http://shar.es/q8ubh ...believe... http://shar.es/q8dfn y0ur 0bstructionism & http://shar.es/qkujt d0 abs0lutely n0thing http://bit.ly/mrzlgv final days ar﻿e most definitely numbered http://t.co/t7tg35pf it is permanently engraved in st0ne http://bit.ly/mrzlgv damn rite http://t.co/01k4wu4w president obama http://t.co/lis1macd a man 0f all the pe0ple in 2o12 http://t.co/immdufcc ...forward ...give moe powwa 2da peeps",Insult
0,20120528173739z,psh dy shoqet e mia enxhin tba dhe zeshkanen otr qe jane shum dreqe hahaha jeni shum te mira moj dreqe djj te lutem shum kg e ndjej mungesen tende rs  nga rrepistia tba,Not an Insult
0,20120610015335z,"you mean like that one francour just hit, right?",Not an Insult
0,20120619143802z,"yo this shits raw, reminds me of the number 1 playaz. their song haters goes hard... now that's a crew i can fuck with. check out their song, and fuck the haters. haters - http://www.youtube.com/watch?v=xc6po8xny1s",Insult
0,20120620050514z,"hello mrs white&to the other teacher we really want to come back to howick historical village we have injoyed being with you as you know this is one of a sir douglas bader student i really miss how mrs white took us to the school classs and teached us some skills and how we are not allowed to right with our left hand only right well if you get this message please comment back  
                             well my name is potoae and please comment bacl 
                                   love you howick historical village",Not an Insult
0,20120527214406z,i see celtics fans are having a hate the heat orgy here but watch you guys disappear at the end of the game.,Insult
0,20120619222805z,and with the heat index it is even hotter..,Not an Insult
1,20120529060054z,you're an idiot,Insult
0,,maybe the mps should take a pay cut. to show the way...........,Not an Insult
0,20120619120742z,flute as fuck!,Not an Insult
0,,"why would anyone listen or seriously consider any comment from juan williams. i'm a little confused as to why he is a fox news contributor since he holds such extreme liberal views. do you think msnbc has any real conservative on their network? joe scarbourgh doesn't count as while he always says he is a conservative he is the biggest republican and conservative basher on thier network, he makes al (fraken) sharpton, chris (i get a thrill up my leg everytime obama speaks) matthews, ed (i couldn't find my ass with either hand) schultz, rachel (aka pauly from the wonder years tv show) maddow, and lawrence (yes, i'm an admitted socalist) o'donnell.look moderate.  ",Insult
0,20120620164339z,she shit rivets in the tub.,Not an Insult
1,20120618195414z,"well said. that you're all mouth and no facts has no bearing. keep repeating it, though. eventually you'll convince other idiots that you know something.",Not an Insult
0,,then why are republicans the party with not one but two gay auxilliarries - goproud and the log cabin rerpublicans.,Insult
0,20120612141731z,"jesus, i'm so fucking sorry. the whole fucking world is teeming with perpetual drunk drivers and you get caught moving to a parking lot. so messed up.",Insult
0,20120620015746z,ok whitey. have a good night.,Not an Insult
0,20120530013101z,"bench him, then his bat cools and he'll hit around .200 once he gets some playing time",Not an Insult
0,20120611184642z,"if you want to make your online marketing video viral, you must be updated with the latest technological advancements, and make use of that on your next video. for example, if the camera you're using is a little bit outdated and produces low quality videos, then it must be time to purchase a new one. or, if your editing software has limited capabilities, get another one that offers more capabilities that will improve the quality and life of your video.",Not an Insult
0,20120502224253z,"just to educate you my brother, you and kim may be the bigots.  if he's liking your post because he's ""asian too"".",Not an Insult
